"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"feature";"relation"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Jazgulema";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"use of specific tools or methods";NA
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Jazgulema";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"transportation";NA
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Ishkashima";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"use of specific tools or methods";NA
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Ishkashima";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"transportation";NA
"pamirskie tadzhiki Rushana";"pamirskie tadzhiki Shugnana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"use of specific tools or methods";NA
"pamirskie tadzhiki Rushana";"pamirskie tadzhiki Shugnana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"transportation";NA
"pamirskie tadzhiki";"pamirskie tadzhiki Shugnana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"use of specific tools or methods";NA
"pamirskie tadzhiki";"pamirskie tadzhiki Shugnana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"transportation";NA
"pamirskie tadzhiki Jazgulema";"pamirskie tadzhiki Shugnana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"use of specific tools or methods";NA
"pamirskie tadzhiki Jazgulema";"pamirskie tadzhiki Shugnana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"transportation";NA
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Shugnana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"use of specific tools or methods";NA
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Shugnana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"transportation";NA
"pamirskie tadzhiki";"pamirskie tadzhiki Rushana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"use of specific tools or methods";NA
"pamirskie tadzhiki";"pamirskie tadzhiki Rushana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"transportation";NA
"pamirskie tadzhiki Jazgulema";"pamirskie tadzhiki Rushana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"use of specific tools or methods";NA
"pamirskie tadzhiki Jazgulema";"pamirskie tadzhiki Rushana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"transportation";NA
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Rushana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"use of specific tools or methods";NA
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Rushana";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"transportation";NA
"pamirskie tadzhiki";"pamirskie tadzhiki Jazgulema";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"use of specific tools or methods";NA
"pamirskie tadzhiki";"pamirskie tadzhiki Jazgulema";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"transportation";NA
"pamirskie tadzhiki";"pamirskie tadzhiki Ishkashima";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"use of specific tools or methods";NA
"pamirskie tadzhiki";"pamirskie tadzhiki Ishkashima";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"transportation";NA
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Jazgulema";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"use of specific tools or methods";NA
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Jazgulema";"405765";"1979_2";"Pamir groups, Pamir groups";NA;"Factual Statement by Author";NA;"transportation";NA
"pamirskie tadzhiki";"tadzhiki";"405917";"1971_5";"Pamir groups, Groups";"present";"Factual Statement by Author";"Continuity";"use of specific tools or methods";"contact / connection (interpersonal, interethnic,...)"
"pamirskie tadzhiki";"tadzhiki";"405917";"1971_5";"Pamir groups, Groups";"present";"Factual Statement by Author";"Continuity";"perezhitki / survivals";"contact / connection (interpersonal, interethnic,...)"
"pamirskie tadzhiki";"tadzhiki";"405917";"1971_5";"Pamir groups, Groups";"present";"Factual Statement by Author";"Continuity";"zemledelie / sel'skoe khosjajstvo / agriculture";"contact / connection (interpersonal, interethnic,...)"
"pamirskie tadzhiki";"tadzhiki";"405917";"1971_5";"Pamir groups, Groups";"present";"Factual Statement by Author";"Continuity";"religion / spirituality (pre-Muslim)";"contact / connection (interpersonal, interethnic,...)"
"pamirskie tadzhiki";"tadzhiki";"405917";"1971_5";"Pamir groups, Groups";"past";"Factual Statement by Author";"Continuity";"use of specific tools or methods";"contact / connection (interpersonal, interethnic,...)"
"pamirskie tadzhiki";"tadzhiki";"405917";"1971_5";"Pamir groups, Groups";"past";"Factual Statement by Author";"Continuity";"perezhitki / survivals";"contact / connection (interpersonal, interethnic,...)"
"pamirskie tadzhiki";"tadzhiki";"405917";"1971_5";"Pamir groups, Groups";"past";"Factual Statement by Author";"Continuity";"zemledelie / sel'skoe khosjajstvo / agriculture";"contact / connection (interpersonal, interethnic,...)"
"pamirskie tadzhiki";"tadzhiki";"405917";"1971_5";"Pamir groups, Groups";"past";"Factual Statement by Author";"Continuity";"religion / spirituality (pre-Muslim)";"contact / connection (interpersonal, interethnic,...)"
"pamirskie tadzhiki";"zemledel'cheskie narody Srednej i Perednej Azii";"405917";"1971_5";"Pamir groups, Groups";"present";"Factual Statement by Author";"Continuity";"use of specific tools or methods";"contact / connection (interpersonal, interethnic,...)"
"pamirskie tadzhiki";"zemledel'cheskie narody Srednej i Perednej Azii";"405917";"1971_5";"Pamir groups, Groups";"present";"Factual Statement by Author";"Continuity";"perezhitki / survivals";"contact / connection (interpersonal, interethnic,...)"
"pamirskie tadzhiki";"zemledel'cheskie narody Srednej i Perednej Azii";"405917";"1971_5";"Pamir groups, Groups";"present";"Factual Statement by Author";"Continuity";"zemledelie / sel'skoe khosjajstvo / agriculture";"contact / connection (interpersonal, interethnic,...)"
"pamirskie tadzhiki";"zemledel'cheskie narody Srednej i Perednej Azii";"405917";"1971_5";"Pamir groups, Groups";"present";"Factual Statement by Author";"Continuity";"religion / spirituality (pre-Muslim)";"contact / connection (interpersonal, interethnic,...)"
"pamirskie tadzhiki";"zemledel'cheskie narody Srednej i Perednej Azii";"405917";"1971_5";"Pamir groups, Groups";"past";"Factual Statement by Author";"Continuity";"use of specific tools or methods";"contact / connection (interpersonal, interethnic,...)"
"pamirskie tadzhiki";"zemledel'cheskie narody Srednej i Perednej Azii";"405917";"1971_5";"Pamir groups, Groups";"past";"Factual Statement by Author";"Continuity";"perezhitki / survivals";"contact / connection (interpersonal, interethnic,...)"
"pamirskie tadzhiki";"zemledel'cheskie narody Srednej i Perednej Azii";"405917";"1971_5";"Pamir groups, Groups";"past";"Factual Statement by Author";"Continuity";"zemledelie / sel'skoe khosjajstvo / agriculture";"contact / connection (interpersonal, interethnic,...)"
"pamirskie tadzhiki";"zemledel'cheskie narody Srednej i Perednej Azii";"405917";"1971_5";"Pamir groups, Groups";"past";"Factual Statement by Author";"Continuity";"religion / spirituality (pre-Muslim)";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki";"zemledel'cheskie narody Srednej i Perednej Azii";"405917";"1971_5";"Groups, Groups";"present";"Factual Statement by Author";"Continuity";"use of specific tools or methods";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki";"zemledel'cheskie narody Srednej i Perednej Azii";"405917";"1971_5";"Groups, Groups";"present";"Factual Statement by Author";"Continuity";"perezhitki / survivals";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki";"zemledel'cheskie narody Srednej i Perednej Azii";"405917";"1971_5";"Groups, Groups";"present";"Factual Statement by Author";"Continuity";"zemledelie / sel'skoe khosjajstvo / agriculture";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki";"zemledel'cheskie narody Srednej i Perednej Azii";"405917";"1971_5";"Groups, Groups";"present";"Factual Statement by Author";"Continuity";"religion / spirituality (pre-Muslim)";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki";"zemledel'cheskie narody Srednej i Perednej Azii";"405917";"1971_5";"Groups, Groups";"past";"Factual Statement by Author";"Continuity";"use of specific tools or methods";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki";"zemledel'cheskie narody Srednej i Perednej Azii";"405917";"1971_5";"Groups, Groups";"past";"Factual Statement by Author";"Continuity";"perezhitki / survivals";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki";"zemledel'cheskie narody Srednej i Perednej Azii";"405917";"1971_5";"Groups, Groups";"past";"Factual Statement by Author";"Continuity";"zemledelie / sel'skoe khosjajstvo / agriculture";"contact / connection (interpersonal, interethnic,...)"
"tadzhiki";"zemledel'cheskie narody Srednej i Perednej Azii";"405917";"1971_5";"Groups, Groups";"past";"Factual Statement by Author";"Continuity";"religion / spirituality (pre-Muslim)";"contact / connection (interpersonal, interethnic,...)"
"Historical Northern Tajikistan (Sogd + Ferghana)";"Historical Southern Tajikistan (Baktria / Tokharistan)";"407903";"1969_3";"Historical locations, Historical locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"weddings / svadebnye obychai i obrjady / kalym";"difference"
"Historical Northern Tajikistan (Sogd + Ferghana)";"Historical Southern Tajikistan (Baktria / Tokharistan)";"407903";"1969_3";"Historical locations, Historical locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"language / terminology";"difference"
"Historical Northern Tajikistan (Sogd + Ferghana)";"Historical Southern Tajikistan (Baktria / Tokharistan)";"407903";"1969_3";"Historical locations, Historical locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"housing / architecture / zhilisshe";"difference"
"Historical Northern Tajikistan (Sogd + Ferghana)";"Historical Southern Tajikistan (Baktria / Tokharistan)";"407903";"1969_3";"Historical locations, Historical locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"zemledelie / sel'skoe khosjajstvo / agriculture";"difference"
"Historical Northern Tajikistan (Sogd + Ferghana)";"Historical Southern Tajikistan (Baktria / Tokharistan)";"407903";"1969_3";"Historical locations, Historical locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"byt / bytovyj uklad / every-day life practices";"difference"
"Central Asia / Srednjaja Azija";"iranskie narody / Iranian peoples";"408361";"1970_3";"Locations, Groups in Iran";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"verovanija / mify / beliefs / myths";"proximity / similarity"
"Central Asia / Srednjaja Azija";"iranskie narody / Iranian peoples";"408361";"1970_3";"Locations, Groups in Iran";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"perezhitki / survivals";"proximity / similarity"
"Central Asia / Srednjaja Azija";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"408361";"1970_3";"Locations, Locations";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"verovanija / mify / beliefs / myths";"proximity / similarity"
"Central Asia / Srednjaja Azija";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"408361";"1970_3";"Locations, Locations";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"perezhitki / survivals";"proximity / similarity"
"Central Asia / Srednjaja Azija";"gorcy Tadzhikistana / mountaineers of Tajikistan";"408361";"1970_3";"Locations, gornye tadzhiki";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"verovanija / mify / beliefs / myths";"proximity / similarity"
"Central Asia / Srednjaja Azija";"gorcy Tadzhikistana / mountaineers of Tajikistan";"408361";"1970_3";"Locations, gornye tadzhiki";"past: pre-Islamic / pre-Arab conquest";NA;"Continuity";"perezhitki / survivals";"proximity / similarity"
"gornye tadzhiki";"kirgizy Karategina";"408581";"1984_4";"groups in mountainous regions, kirgizy";"past: pre-Soviet";"Factual Statement by Author";NA;"skotovodstvo / zhivotnovodstvo / animal husbandry";"proximity / similarity"
"gornye tadzhiki";"kirgizy Karategina";"408581";"1984_4";"groups in mountainous regions, kirgizy";"past: pre-Soviet";"Factual Statement by Author";NA;"skotovodstvo / zhivotnovodstvo / animal husbandry";"influence"
"gornye tadzhiki";"kirgizy Karategina";"408581";"1984_4";"groups in mountainous regions, kirgizy";"past: pre-Soviet";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"gornye tadzhiki";"kirgizy Karategina";"408581";"1984_4";"groups in mountainous regions, kirgizy";"past: pre-Soviet";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"influence"
"gornye tadzhiki";"kirgizy Karategina";"408581";"1984_4";"groups in mountainous regions, kirgizy";"past: pre-Soviet";"Factual Statement by Author";NA;"obraz zhizni (kochevoj/osedly) / lifestyle (nomadic/sedentary)";"proximity / similarity"
"gornye tadzhiki";"kirgizy Karategina";"408581";"1984_4";"groups in mountainous regions, kirgizy";"past: pre-Soviet";"Factual Statement by Author";NA;"obraz zhizni (kochevoj/osedly) / lifestyle (nomadic/sedentary)";"influence"
"kirgizy Dzhirgatal'skogo rajona Tadzhikskoj SSR";"tadzhiki Dzhirgatal'skogo rajona Tadzhikskoj SSR";"409040";"1984_4";"kirgizy, tadzhiki";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"material'naja kul'tura / material culture";"proximity / similarity"
"kirgizy Dzhirgatal'skogo rajona Tadzhikskoj SSR";"tadzhiki Dzhirgatal'skogo rajona Tadzhikskoj SSR";"409040";"1984_4";"kirgizy, tadzhiki";"past";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"housing / architecture / zhilisshe";"proximity / similarity"
"Dzharkutan";"jugo-zapadnij Tadzhikistan ( Rannij Tulkhar)";"414032";"1978_5";"Historical locations, Historical Southern Tajikistan (Baktria / Tokharistan)";NA;"Factual Statement by Author";NA;"craniological features";"difference"
"Ferghana / Ferganskaja dolina";"Karategin";"417695";"1954_3";"Northern Tajikistan, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"labour / seasonal labour / otkhodnichestvo";NA
"Karategin";"vostochnaja chast' Bukharskogo khanstva";"419213";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"social relations / obsshestvenno-ekonomicheskie otnoshenija";"proximity / similarity"
"Karategin";"vostochnaja chast' Bukharskogo khanstva";"419213";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"mode of production / khozjajsvennyj uklad / economic system";"proximity / similarity"
"Karategin";"vostochnaja chast' Bukharskogo khanstva";"419213";"1954_3";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan, Vostochnaja Bukhara / Bukharskoe khanstvo / Bukharskij emirat";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"gornye tadzhiki";"Soviet Union";"419734";"1954_3";"groups in mountainous regions, Locations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"soznanije / consciousness";NA
"gornye tadzhiki";"Soviet Union";"419734";"1954_3";"groups in mountainous regions, Locations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"family structure / semejnye otnoshenija";NA
"gornye tadzhiki";"Soviet Union";"419734";"1954_3";"groups in mountainous regions, Locations";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"byt / bytovyj uklad / every-day life practices";NA
"gornye tadzhiki";"Karategin";"419734";"1954_3";"groups in mountainous regions, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"soznanije / consciousness";NA
"gornye tadzhiki";"Karategin";"419734";"1954_3";"groups in mountainous regions, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"family structure / semejnye otnoshenija";NA
"gornye tadzhiki";"Karategin";"419734";"1954_3";"groups in mountainous regions, gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";"Rupture";"byt / bytovyj uklad / every-day life practices";NA
