"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"attribute"
"osedlye narody Srednej Azii";"ravninnye tadzhiki";"700589";"1954_3";"narody Srednej Azii, groups in plainland regions";"past";"Literature Review";NA;"feudal"
"osedlye narody Srednej Azii";"ravninnye tadzhiki";"700589";"1954_3";"narody Srednej Azii, groups in plainland regions";"past: pre-Soviet";"Literature Review";NA;"feudal"
"osedlye narody Srednej Azii";"turkmeny";"700589";"1954_3";"narody Srednej Azii, Central Asian titular nations";"past";"Literature Review";NA;"feudal"
"osedlye narody Srednej Azii";"turkmeny";"700589";"1954_3";"narody Srednej Azii, Central Asian titular nations";"past: pre-Soviet";"Literature Review";NA;"feudal"
"ravninnye tadzhiki";"turkmeny";"700589";"1954_3";"groups in plainland regions, Central Asian titular nations";"past";"Literature Review";NA;"feudal"
"ravninnye tadzhiki";"turkmeny";"700589";"1954_3";"groups in plainland regions, Central Asian titular nations";"past: pre-Soviet";"Literature Review";NA;"feudal"
"tadzhiki Bukhary (Uzbekistan)";"tadzhiki Samarkanda (Uzbekistan)";"70630";"1991_1";"Tajiks outside the Tajik SSR, Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA;"unequal"
"tadzhiki Bukhary (Uzbekistan)";"uzbeki";"70630";"1991_1";"Tajiks outside the Tajik SSR, Central Asian titular nations";"present";"Factual Statement by Author";NA;"unequal"
"tadzhiki Samarkanda (Uzbekistan)";"uzbeki";"70630";"1991_1";"Tajiks outside the Tajik SSR, Central Asian titular nations";"present";"Factual Statement by Author";NA;"unequal"
"Tajik women / tadzhichki";"Uzbek women / uzbechki";"71126";"1975_6";"tadzhiki, uzbeki";"past: early Soviet";"Factual Statement by Author";"Rupture";"active"
"Tajik women / tadzhichki";"Uzbek women / uzbechki";"71126";"1975_6";"tadzhiki, uzbeki";"past: early Soviet";"Factual Statement by Author";"Rupture";"progressive / peredovyj / novyj / efficient"
"Tajik women / tadzhichki";"Uzbek women / uzbechki";"71126";"1975_6";"tadzhiki, uzbeki";"past: early Soviet";"Factual Statement by Author";"Rupture";"modern / sovremennyj"
"Tajik women / tadzhichki";"Uzbek women / uzbechki";"71126";"1975_6";"tadzhiki, uzbeki";"past: early Soviet";"Factual Statement by Author";"Rupture";"atheist / non-spiritual / materialist"
"tadzhiki Bukhary (Uzbekistan)";"tadzhiki Samarkanda (Uzbekistan)";"74721";"1991_1";"Tajiks outside the Tajik SSR, Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA;"impoverished (culturally / spiritually)"
"tadzhiki Bukhary (Uzbekistan)";"tadzhiki Samarkanda (Uzbekistan)";"74721";"1991_1";"Tajiks outside the Tajik SSR, Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA;"suppressed / ugnetennyj / exploited / exploitative"
"Tajik women / tadzhichki";"Uzbek women / uzbechki";"74911";"1986_1";"uzbeki, tadzhiki";"past: early Soviet";"Factual Statement by Author";NA;"educated"
"tadzhiki Bukhary (Uzbekistan)";"tadzhiki Samarkanda (Uzbekistan)";"79201";"1991_1";"Tajiks outside the Tajik SSR, Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA;"democratic"
"tadzhiki Bukhary (Uzbekistan)";"tadzhiki Samarkanda (Uzbekistan)";"79201";"1991_1";"Tajiks outside the Tajik SSR, Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA;"active"
"tadzhiki Bukhary (Uzbekistan)";"tadzhiki Samarkanda (Uzbekistan)";"79201";"1991_1";"Tajiks outside the Tajik SSR, Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA;"peaceful"
"Tajikistan / TadzhSSR";"Turkmenistan / Turkmenija / Turkmenskaja SSR";"7992";"1964-5";"Locations, Locations";"past: early Soviet";"Factual Statement by Author";"Continuity";"educated"
"Kazakhstan / Kazakhskaja SSR";"Tajikistan / TadzhSSR";"7992";"1964-5";"Locations, Locations";"past: early Soviet";"Factual Statement by Author";"Continuity";"educated"
"Kirgizija / Kirgizskaja SSR";"Tajikistan / TadzhSSR";"7992";"1964-5";"Locations, Locations";"past: early Soviet";"Factual Statement by Author";"Continuity";"educated"
"Kazakhstan / Kazakhskaja SSR";"Turkmenistan / Turkmenija / Turkmenskaja SSR";"7992";"1964-5";"Locations, Locations";"past: early Soviet";"Factual Statement by Author";"Continuity";"educated"
"Kirgizija / Kirgizskaja SSR";"Turkmenistan / Turkmenija / Turkmenskaja SSR";"7992";"1964-5";"Locations, Locations";"past: early Soviet";"Factual Statement by Author";"Continuity";"educated"
"Kazakhstan / Kazakhskaja SSR";"Kirgizija / Kirgizskaja SSR";"7992";"1964-5";"Locations, Locations";"past: early Soviet";"Factual Statement by Author";"Continuity";"educated"
"Central Asia / Srednjaja Azija";"Tajikistan / TadzhSSR";"81253";"1979_3";"Locations, Locations";"present";"Factual Statement by Author";"Rupture";"diverse / mnogoobrazno"
"Central Asia / Srednjaja Azija";"Tajikistan / TadzhSSR";"81253";"1979_3";"Locations, Locations";"present";"Factual Statement by Author";"Rupture";"obespechenno (material'noe blagosostojanie) / well off"
"Central Asia / Srednjaja Azija";"Tajikistan / TadzhSSR";"81253";"1979_3";"Locations, Locations";"present";"Factual Statement by Author";"Rupture";"changing / in a process of change"
"Central Asia / Srednjaja Azija";"Tajikistan / TadzhSSR";"81253";"1979_3";"Locations, Locations";"present";"Factual Statement by Author";"Rupture";"healthy"
"russkij narod / Russians";"severnye tadzhiki / Northern Tajikistan Tajiks";"81902";"1979_3";"tadzhiki, Groups";"past: early Soviet";"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"russkij narod / Russians";"severnye tadzhiki / Northern Tajikistan Tajiks";"81902";"1979_3";"tadzhiki, Groups";"past: early Soviet";"Factual Statement by Author";NA;"mixed / coexisting"
"russkij narod / Russians";"severnye tadzhiki / Northern Tajikistan Tajiks";"81902";"1979_3";"tadzhiki, Groups";"past: early Soviet";"Factual Statement by Author";NA;"diverse / mnogoobrazno"
"russkij narod / Russians";"tadzhiki verkhov'ev Zeravshana";"83524";"1979_3";"groups in mountainous regions, Groups";"past: early Soviet";"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"russkij narod / Russians";"tadzhiki verkhov'ev Zeravshana";"83524";"1979_3";"groups in mountainous regions, Groups";"past: early Soviet";"Factual Statement by Author";NA;"mixed / coexisting"
"russkij narod / Russians";"tadzhiki verkhov'ev Zeravshana";"83524";"1979_3";"groups in mountainous regions, Groups";"past: early Soviet";"Factual Statement by Author";NA;"diverse / mnogoobrazno"
"pamirskie tadzhiki Ishkashima";"tadzhiki Darvaza";"85301";"1984_4";"groups in mountainous regions, Pamir groups";"past";"Factual Statement by Author";"Continuity";"traditional / narodnyj / nacional'nyj"
"pamirskie tadzhiki Ishkashima";"tadzhiki Darvaza";"85301";"1984_4";"groups in mountainous regions, Pamir groups";"present";"Factual Statement by Author";"Continuity";"traditional / narodnyj / nacional'nyj"
"pamirskie tadzhiki Rushana";"tadzhiki Darvaza";"85301";"1984_4";"groups in mountainous regions, Pamir groups";"past";"Factual Statement by Author";"Continuity";"traditional / narodnyj / nacional'nyj"
"pamirskie tadzhiki Rushana";"tadzhiki Darvaza";"85301";"1984_4";"groups in mountainous regions, Pamir groups";"present";"Factual Statement by Author";"Continuity";"traditional / narodnyj / nacional'nyj"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Rushana";"85301";"1984_4";"Pamir groups, Pamir groups";"past";"Factual Statement by Author";"Continuity";"traditional / narodnyj / nacional'nyj"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Rushana";"85301";"1984_4";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";"Continuity";"traditional / narodnyj / nacional'nyj"
"""Rossija"" / Russian Empire";"Tajikistan / TadzhSSR";"85337";"1955_3";"Locations, Historical locations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"progressive / peredovyj / novyj / efficient"
"""Rossija"" / Russian Empire";"Tajikistan / TadzhSSR";"85337";"1955_3";"Locations, Historical locations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"polozhitel'no / positive"
"Central Asia / Srednjaja Azija";"Tajikistan / TadzhSSR";"85337";"1955_3";"Locations, Locations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"progressive / peredovyj / novyj / efficient"
"Central Asia / Srednjaja Azija";"Tajikistan / TadzhSSR";"85337";"1955_3";"Locations, Locations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"polozhitel'no / positive"
"""Rossija"" / Russian Empire";"Central Asia / Srednjaja Azija";"85337";"1955_3";"Historical locations, Locations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"progressive / peredovyj / novyj / efficient"
"""Rossija"" / Russian Empire";"Central Asia / Srednjaja Azija";"85337";"1955_3";"Historical locations, Locations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"polozhitel'no / positive"
"narody Srednej Azii i Kazakhstana";"Tajikistan / TadzhSSR";"85380";"1975_6";"Locations, Groups";"present";"Factual Statement by Author";NA;"undemocratic / hierarchical / despotic"
"Central Asia / Srednjaja Azija";"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"88714";"1984_4";"Tajikistan / TadzhSSR, Locations";NA;"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"pamirskie narody";"89399";"1990_5";"Locations, Pamir groups";NA;"Factual Statement by Author";NA;"vanishing / being replaced or erased"
"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"pamirskie narody";"89399";"1990_5";"Locations, Pamir groups";NA;"Factual Statement by Author";NA;"dragocennyj / valuable"
"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"pamirskie narody";"89399";"1990_5";"Locations, Pamir groups";NA;"Factual Statement by Author";NA;"threatened / attacked / in need of protection"
"Soviet Union";"tadzhiki";"95724";"1975_4";"Locations, Groups";"present";NA;NA;"flawed / in need of improvement"
"pripamirskie narodnosti / narody / pripamircy";"tadzhiki";"96098";"1965_6";"Groups, Pamir groups";"present";"Factual Statement by Author";NA;"changing / in a process of change"
"pripamirskie narodnosti / narody / pripamircy";"tadzhiki";"96098";"1965_6";"Groups, Pamir groups";"present";"Factual Statement by Author";NA;"mixed / coexisting"
