"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"relation"
"tadzhiki-matchincy v Dal'verzinskoj stepi";"perezhitki / survivals";"43187";"1962_6";"groups in mountainous regions";"present";"Factual Statement by Author";NA;NA
"karakalpaki";"weddings / svadebnye obychai i obrjady / kalym";"43187";"1962_6";"Groups";"present";"Factual Statement by Author";NA;NA
"karakalpaki";"perezhitki / survivals";"43187";"1962_6";"Groups";"present";"Factual Statement by Author";NA;NA
"gornye tadzhiki";"weddings / svadebnye obychai i obrjady / kalym";"431938";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Literature Review";NA;NA
"gornye tadzhiki";"weddings / svadebnye obychai i obrjady / kalym";"431938";"1959_6";"groups in mountainous regions";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"tadzhiki";"gender relations / polozhenie zhensshiny";"43355";"1982_3";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA;NA
"tadzhiki";"family structure / semejnye otnoshenija";"43355";"1982_3";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA;NA
"tadzhiki Nuratinskogo khrebta";"zemledelie / sel'skoe khosjajstvo / agriculture";"43373";"1964_1";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";NA;NA
"tadzhiki";"zemledelie / sel'skoe khosjajstvo / agriculture";"434848";"1961_3";"Groups";"present";"Literature Review";NA;"proximity / similarity"
"turkmeny";"zemledelie / sel'skoe khosjajstvo / agriculture";"434848";"1961_3";"Central Asian titular nations";"present";"Literature Review";NA;"proximity / similarity"
"uzbeki";"zemledelie / sel'skoe khosjajstvo / agriculture";"434848";"1961_3";"Central Asian titular nations";"present";"Literature Review";NA;"proximity / similarity"
"prisyrdar'inskie rajony";"kolkhozes / sovkhozes / agricultural production";"43508";"1964_1";"Northern Tajikistan";"present";"Factual Statement by Author";NA;NA
"prisyrdar'inskie rajony";"kolkhozes / sovkhozes / agricultural production";"43508";"1964_1";"Northern Tajikistan";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA;NA
"tadzhiki Nuratinskogo khrebta";"kolkhozes / sovkhozes / agricultural production";"43508";"1964_1";"groups in mountainous regions";"present";"Factual Statement by Author";NA;NA
"tadzhiki Nuratinskogo khrebta";"kolkhozes / sovkhozes / agricultural production";"43508";"1964_1";"groups in mountainous regions";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA;NA
"tjurki-musa-bazari bassejna Khanaka-Dar'i k Karatag-Dar'i";"intermarriages / mezhnacional'nye / mezhetnicheskie braki";"43627";"1960_1";"tjurki";"present";"Factual Statement by Author";NA;"contact / connection (interpersonal, interethnic,...)"
"gornye tadzhiki";"intermarriages / mezhnacional'nye / mezhetnicheskie braki";"43627";"1960_1";"groups in mountainous regions";"present";"Factual Statement by Author";NA;"contact / connection (interpersonal, interethnic,...)"
"gornye tadzhiki";"housing / architecture / zhilisshe";"436374";"1962_3";"groups in mountainous regions";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"chernjakhovskie ukraincy";"housing / architecture / zhilisshe";"436374";"1962_3";"Groups";"past: pre-Soviet";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki Vostochnoj Bukhary (Bukharskoe khanstvo)";"social relations / obsshestvenno-ekonomicheskie otnoshenija";"436707";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"tadzhiki Vostochnoj Bukhary (Bukharskoe khanstvo)";"family structure / semejnye otnoshenija";"436707";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"tadzhiki Vostochnoj Bukhary (Bukharskoe khanstvo)";"weddings / svadebnye obychai i obrjady / kalym";"436707";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"tadzhiki v sostave Rossijskogo gosudarstva (Russian Empire)";"social relations / obsshestvenno-ekonomicheskie otnoshenija";"436707";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"tadzhiki v sostave Rossijskogo gosudarstva (Russian Empire)";"family structure / semejnye otnoshenija";"436707";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"tadzhiki v sostave Rossijskogo gosudarstva (Russian Empire)";"weddings / svadebnye obychai i obrjady / kalym";"436707";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"child birth / obychai i obrjady svjazannye s rozhdeniem";"436833";"1984_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";"Rupture";NA
"tadzhiki Vostochnoj Bukhary (Bukharskoe khanstvo)";"social relations / obsshestvenno-ekonomicheskie otnoshenija";"436971";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"tadzhiki Vostochnoj Bukhary (Bukharskoe khanstvo)";"mode of production / khozjajsvennyj uklad / economic system";"436971";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"tjurki-musa-bazari bassejna Khanaka-Dar'i k Karatag-Dar'i";"language / spoken (incl. dialects)";"43732";"1960_1";"tjurki";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki Gissara";"language / spoken (incl. dialects)";"43732";"1960_1";"groups in mountainous regions";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki v sostave Rossijskogo gosudarstva (Russian Empire)";"social relations / obsshestvenno-ekonomicheskie otnoshenija";"437353";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"tadzhiki v sostave Rossijskogo gosudarstva (Russian Empire)";"mode of production / khozjajsvennyj uklad / economic system";"437353";"1953_2";"Historical groups";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"tadzhiki Zeravshanskoj doliny";"social relations / obsshestvenno-ekonomicheskie otnoshenija";"437353";"1953_2";"tadzhiki";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"tadzhiki Zeravshanskoj doliny";"mode of production / khozjajsvennyj uklad / economic system";"437353";"1953_2";"tadzhiki";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"gornye tadzhiki";"family structure / semejnye otnoshenija";"438986";"1953_2";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"gornye tadzhiki";"perezhitki / survivals";"438986";"1953_2";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"gornye tadzhiki";"weddings / svadebnye obychai i obrjady / kalym";"438986";"1953_2";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"ravninnye tadzhiki";"family structure / semejnye otnoshenija";"438986";"1953_2";"groups in plainland regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"ravninnye tadzhiki";"perezhitki / survivals";"438986";"1953_2";"groups in plainland regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"ravninnye tadzhiki";"weddings / svadebnye obychai i obrjady / kalym";"438986";"1953_2";"groups in plainland regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"difference"
"ravninnye tadzhiki";"perezhitki / survivals";"439390";"1953_2";"groups in plainland regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"ravninnye tadzhiki";"weddings / svadebnye obychai i obrjady / kalym";"439390";"1953_2";"groups in plainland regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"gornye tadzhiki";"perezhitki / survivals";"439390";"1953_2";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"gornye tadzhiki";"weddings / svadebnye obychai i obrjady / kalym";"439390";"1953_2";"groups in mountainous regions";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Tajik women / tadzhichki";"gender relations / polozhenie zhensshiny";"440849";"1953_2";"tadzhiki";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"Sogd";"gender relations / polozhenie zhensshiny";"441153";"1953_2";"Historical Northern Tajikistan (Sogd + Ferghana)";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"Tajik women / tadzhichki";"gender relations / polozhenie zhensshiny";"441272";"1953_2";"tadzhiki";"past: pre-Russian Empire / pre-Russian colonialism";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"Southern Tajikistan";"housing / architecture / zhilisshe";"441491";"1957_1";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA;NA
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"prazdniki / holidays / festivities";"444414";"1984_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";"Rupture";NA
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"child birth / obychai i obrjady svjazannye s rozhdeniem";"444414";"1984_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";"Rupture";NA
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"magicheskie obrjady / praktiki / magic rites / practices";"444414";"1984_3";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";"Rupture";NA
"Tajik women / tadzhichki";"gender relations / polozhenie zhensshiny";"446183";"1953_2";"tadzhiki";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;NA
"Darvaz";"housing / architecture / zhilisshe";"446259";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"zemledelie / sel'skoe khosjajstvo / agriculture";"446259";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"verovanija / mify / beliefs / myths";"446259";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"dances";"446259";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"razvlechenija / entertainment";"446259";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"dukhovnaja kul'tura / spiritual culture";"446259";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"material'naja kul'tura / material culture";"446259";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"family life / obychai i obrjady svjazannye s semejnoj zhisni";"446259";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"clothing";"446259";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"pripamirskie rajony / Pripamir'e";"housing / architecture / zhilisshe";"446259";"1955_4";"Pamir";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"pripamirskie rajony / Pripamir'e";"zemledelie / sel'skoe khosjajstvo / agriculture";"446259";"1955_4";"Pamir";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"pripamirskie rajony / Pripamir'e";"verovanija / mify / beliefs / myths";"446259";"1955_4";"Pamir";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"pripamirskie rajony / Pripamir'e";"dances";"446259";"1955_4";"Pamir";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"pripamirskie rajony / Pripamir'e";"razvlechenija / entertainment";"446259";"1955_4";"Pamir";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"pripamirskie rajony / Pripamir'e";"dukhovnaja kul'tura / spiritual culture";"446259";"1955_4";"Pamir";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"pripamirskie rajony / Pripamir'e";"material'naja kul'tura / material culture";"446259";"1955_4";"Pamir";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"pripamirskie rajony / Pripamir'e";"family life / obychai i obrjady svjazannye s semejnoj zhisni";"446259";"1955_4";"Pamir";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"pripamirskie rajony / Pripamir'e";"clothing";"446259";"1955_4";"Pamir";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"dukhovnaja kul'tura / spiritual culture";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"clothing";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"dances";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"verovanija / mify / beliefs / myths";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"material'naja kul'tura / material culture";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"zemledelie / sel'skoe khosjajstvo / agriculture";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
"Darvaz";"razvlechenija / entertainment";"446423";"1955_4";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"proximity / similarity"
