"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"feature";"relation"
"pamirskie tadzhiki";"pamirskie tadzhiki Vakhana";"395804";"1979_2";"Pamir groups, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki";"pamirskie tadzhiki Gorona";"395804";"1979_2";"Pamir groups, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki";"pamirskie tadzhiki Gorona";"395804";"1979_2";"Pamir groups, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki";"pamirskie tadzhiki Shugnana";"395804";"1979_2";"Pamir groups, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki";"pamirskie tadzhiki Shugnana";"395804";"1979_2";"Pamir groups, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki";"pamirskie tadzhiki Rushana";"395804";"1979_2";"Pamir groups, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki";"pamirskie tadzhiki Rushana";"395804";"1979_2";"Pamir groups, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki";"pamirskie tadzhiki Jazgulema";"395804";"1979_2";"Pamir groups, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki";"pamirskie tadzhiki Jazgulema";"395804";"1979_2";"Pamir groups, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Vakhana";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Vakhana";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Ishkashima";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Ishkashima";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Shugnana";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Shugnana";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Rushana";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Rushana";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Jazgulema";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Jazgulema";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Vakhana";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Vakhana";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Shugnana";"pamirskie tadzhiki Vakhana";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Shugnana";"pamirskie tadzhiki Vakhana";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Rushana";"pamirskie tadzhiki Vakhana";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Rushana";"pamirskie tadzhiki Vakhana";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Jazgulema";"pamirskie tadzhiki Vakhana";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Jazgulema";"pamirskie tadzhiki Vakhana";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Shugnana";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Shugnana";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Rushana";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Rushana";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Jazgulema";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Gorona";"pamirskie tadzhiki Jazgulema";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Rushana";"pamirskie tadzhiki Shugnana";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Rushana";"pamirskie tadzhiki Shugnana";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Jazgulema";"pamirskie tadzhiki Shugnana";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Jazgulema";"pamirskie tadzhiki Shugnana";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"pamirskie tadzhiki Jazgulema";"pamirskie tadzhiki Rushana";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"pamirskie tadzhiki Jazgulema";"pamirskie tadzhiki Rushana";"395804";"1979_2";"pamirskie tadzhiki, pamirskie tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"oblasti k jugu i vostoku ot Gissarskogo khrebta";"oblasti k severu i zapadu ot Gissarskogo khrebta";"396253";"1969_3";"Northern Tajikistan, Southern Tajikistan";"past";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"difference"
"oblasti k jugu i vostoku ot Gissarskogo khrebta";"oblasti k severu i zapadu ot Gissarskogo khrebta";"396253";"1969_3";"Northern Tajikistan, Southern Tajikistan";"past";"Factual Statement by Author";NA;"language / terminology";"difference"
"Northern Tajikistan";"Southern Tajikistan";"396691";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";NA;"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"difference"
"Northern Tajikistan";"Southern Tajikistan";"396691";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";NA;"Factual Statement by Author";NA;"language / terminology";"difference"
"Pandzhshirskie tadzhiki (Afghanistan)";"tadzhiki Darvaza";"396950";"1979_2";"gornye tadzhiki, tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"Pandzhshirskie tadzhiki (Afghanistan)";"tadzhiki Darvaza";"396950";"1979_2";"gornye tadzhiki, tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Northern Tajikistan";"Southern Tajikistan";"397017";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";NA;NA;NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"Northern Tajikistan";"Southern Tajikistan";"397017";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";NA;NA;NA;"language / terminology";"proximity / similarity"
"Northern Tajikistan";"Southern Tajikistan";"397138";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";NA;"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"difference"
"Northern Tajikistan";"Southern Tajikistan";"397138";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";NA;"Factual Statement by Author";NA;"language / terminology";"difference"
"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"ravninnye oblasty / rajony Tadzhikistana";"397924";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA;"use of specific tools or methods";"difference"
"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"ravninnye oblasty / rajony Tadzhikistana";"397924";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"difference"
"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"ravninnye oblasty / rajony Tadzhikistana";"399904";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"gornye oblasti / rajony Tadzhikistana / gornyj Tadzhikistan";"ravninnye oblasty / rajony Tadzhikistana";"399904";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"tadzhiki GBAO (tadzhiki Ishkashima/Vakhana)";"tadzhiki kuljabskoj oblasti / Kuljaba";"400547";"1971_5";"Pamir groups, tadzhiki";"present";"Factual Statement by Author";"Continuity";"perezhitki";"proximity / similarity"
"tadzhiki GBAO (tadzhiki Ishkashima/Vakhana)";"tadzhiki kuljabskoj oblasti / Kuljaba";"400547";"1971_5";"Pamir groups, tadzhiki";"present";"Factual Statement by Author";"Continuity";"religion / spirituality (pre-Muslim)";"proximity / similarity"
"tadzhiki GBAO (tadzhiki Ishkashima/Vakhana)";"tadzhiki Jagnoba";"400547";"1971_5";"Pamir groups, gornye tadzhiki";"present";"Factual Statement by Author";"Continuity";"perezhitki";"proximity / similarity"
"tadzhiki GBAO (tadzhiki Ishkashima/Vakhana)";"tadzhiki Jagnoba";"400547";"1971_5";"Pamir groups, gornye tadzhiki";"present";"Factual Statement by Author";"Continuity";"religion / spirituality (pre-Muslim)";"proximity / similarity"
"tadzhiki bassejna reki Khingou";"tadzhiki GBAO (tadzhiki Ishkashima/Vakhana)";"400547";"1971_5";"Pamir groups, tadzhiki";"present";"Factual Statement by Author";"Continuity";"perezhitki";"proximity / similarity"
"tadzhiki bassejna reki Khingou";"tadzhiki GBAO (tadzhiki Ishkashima/Vakhana)";"400547";"1971_5";"Pamir groups, tadzhiki";"present";"Factual Statement by Author";"Continuity";"religion / spirituality (pre-Muslim)";"proximity / similarity"
"tadzhiki Jagnoba";"tadzhiki kuljabskoj oblasti / Kuljaba";"400547";"1971_5";"tadzhiki, gornye tadzhiki";"present";"Factual Statement by Author";"Continuity";"perezhitki";"proximity / similarity"
"tadzhiki Jagnoba";"tadzhiki kuljabskoj oblasti / Kuljaba";"400547";"1971_5";"tadzhiki, gornye tadzhiki";"present";"Factual Statement by Author";"Continuity";"religion / spirituality (pre-Muslim)";"proximity / similarity"
"tadzhiki bassejna reki Khingou";"tadzhiki kuljabskoj oblasti / Kuljaba";"400547";"1971_5";"tadzhiki, tadzhiki";"present";"Factual Statement by Author";"Continuity";"perezhitki";"proximity / similarity"
"tadzhiki bassejna reki Khingou";"tadzhiki kuljabskoj oblasti / Kuljaba";"400547";"1971_5";"tadzhiki, tadzhiki";"present";"Factual Statement by Author";"Continuity";"religion / spirituality (pre-Muslim)";"proximity / similarity"
"tadzhiki bassejna reki Khingou";"tadzhiki Jagnoba";"400547";"1971_5";"gornye tadzhiki, tadzhiki";"present";"Factual Statement by Author";"Continuity";"perezhitki";"proximity / similarity"
"tadzhiki bassejna reki Khingou";"tadzhiki Jagnoba";"400547";"1971_5";"gornye tadzhiki, tadzhiki";"present";"Factual Statement by Author";"Continuity";"religion / spirituality (pre-Muslim)";"proximity / similarity"
"Northern Tajikistan";"Southern Tajikistan";"401850";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"difference"
"Northern Tajikistan";"Southern Tajikistan";"401850";"1969_3";"Tajikistan / TadzhSSR, Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA;"language / terminology";"difference"
"Ishkashim / Ishkashimskij rajon";"Vakhan";"402097";"1979_2";"Sovetskij Badakhshan / GBAO, Sovetskij Badakhshan / GBAO";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"Ishkashim / Ishkashimskij rajon";"Vakhan";"402097";"1979_2";"Sovetskij Badakhshan / GBAO, Sovetskij Badakhshan / GBAO";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Shugnan";"Vakhan";"402097";"1979_2";"Sovetskij Badakhshan / GBAO, Pamir";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"Shugnan";"Vakhan";"402097";"1979_2";"Sovetskij Badakhshan / GBAO, Pamir";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"dolina r. Khuf / Khuf";"Vakhan";"402097";"1979_2";"Sovetskij Badakhshan / GBAO, pripamirskie rajony / Pripamir'";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"dolina r. Khuf / Khuf";"Vakhan";"402097";"1979_2";"Sovetskij Badakhshan / GBAO, pripamirskie rajony / Pripamir'";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Rushan / Rushon";"Vakhan";"402097";"1979_2";"Sovetskij Badakhshan / GBAO, Pamir";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"Rushan / Rushon";"Vakhan";"402097";"1979_2";"Sovetskij Badakhshan / GBAO, Pamir";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Bartang";"Vakhan";"402097";"1979_2";"Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / GBAO";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"Bartang";"Vakhan";"402097";"1979_2";"Sovetskij Badakhshan / GBAO, Gorno-Badakhshan / GBAO";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Ishkashim / Ishkashimskij rajon";"Shugnan";"402097";"1979_2";"Sovetskij Badakhshan / GBAO, Pamir";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"Ishkashim / Ishkashimskij rajon";"Shugnan";"402097";"1979_2";"Sovetskij Badakhshan / GBAO, Pamir";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"dolina r. Khuf / Khuf";"Ishkashim / Ishkashimskij rajon";"402097";"1979_2";"Sovetskij Badakhshan / GBAO, pripamirskie rajony / Pripamir'";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"dolina r. Khuf / Khuf";"Ishkashim / Ishkashimskij rajon";"402097";"1979_2";"Sovetskij Badakhshan / GBAO, pripamirskie rajony / Pripamir'";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Ishkashim / Ishkashimskij rajon";"Rushan / Rushon";"402097";"1979_2";"Sovetskij Badakhshan / GBAO, Pamir";"past: pre-Soviet";"Factual Statement by Author";NA;"transportation";"proximity / similarity"
"Ishkashim / Ishkashimskij rajon";"Rushan / Rushon";"402097";"1979_2";"Sovetskij Badakhshan / GBAO, Pamir";"past: pre-Soviet";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
